,iteration,train angle_reward,train ce,train loss,train room,val_seen angle_reward,val_seen ce,val_seen length,val_seen loss,val_seen oracle success_rate,val_seen room,val_seen spl,val_seen success_rate,val_unseen angle_reward,val_unseen ce,val_unseen length,val_unseen loss,val_unseen oracle success_rate,val_unseen room,val_unseen spl,val_unseen success_rate
0,100,4.243266949653625,90.1148872756958,186.8860191345215,75.5547981262207,4.075875155131022,55.4664665222168,21.49368962525968,151.3986087375217,0.06535488404778636,75.55276540120443,0.008173516443614939,0.015460295151089248,4.642120125057461,60.3806458894197,21.168057185425756,159.13342243916279,0.12524850894632206,75.54217584283502,0.014318277648078729,0.027264981539335417
1,200,4.119435362815857,46.97755481719971,143.12139038085937,75.54665885925293,4.283941660987006,42.327676645914714,21.937502612993075,139.29087626139324,0.03373155305692199,75.54349178738065,0.010837919532421957,0.02178496134926212,4.605334069277789,44.91315556431676,20.987598118124644,143.47815862432256,0.04799772791820506,75.53833344605592,0.009292195169294385,0.019880715705765408
2,300,4.048489253520966,37.37070125579834,133.15773811340333,75.54458976745606,4.178000047471788,36.359573957655165,19.850981205904308,132.79531962076823,0.06605762473647224,75.54574534098307,0.009380432755562367,0.018271257905832748,4.523772630605611,36.7100986274513,19.199924574302248,134.86810467694258,0.10905992615734167,75.53914278047579,0.01248980309533302,0.02698097131496734
3,400,3.927829248905182,32.46371103286743,127.64524826049805,75.54239097595215,3.985283199946086,31.120276090833876,19.565323946839904,126.58696645100912,0.08713984539704848,75.54027438693576,0.02986396170321262,0.05340829234012649,4.5794257129634826,35.05050574981414,19.493564347221636,133.48603848294096,0.1172962226640159,75.53840417260523,0.026451410875808174,0.055666003976143144
4,500,3.893654835224152,30.082964305877685,125.09410758972167,75.5428694152832,3.958263471391466,30.741040844387477,20.15505895268347,126.07580752902561,0.08643710470836262,75.54345008002387,0.004567829623359128,0.009135628952916374,4.5655923834792125,35.28940362328881,20.785445579238644,133.65897939871024,0.128656631638739,75.54161374203794,0.025877054469158358,0.05964214711729622
5,600,3.820237650871277,28.16684476852417,122.80746299743652,75.53942893981933,4.0569188594818115,28.137688191731772,19.947328886537967,123.96075931125218,0.07167955024595925,75.5384772406684,0.006811483125340391,0.014054813773717497,4.61661932704685,31.800221846984314,19.820551065762345,130.42210161363755,0.07157057654075547,75.53878413019953,0.007420399662644979,0.01732462368645271
6,700,3.7744667291641236,27.604692306518555,122.01903038024902,75.54200416564942,4.12442520989312,30.77130733066135,19.473330389765042,126.93191884358724,0.14195361911454674,75.53848554823134,0.05921278547187048,0.09135628952916373,4.700632486257467,33.98344930013021,19.720920284300743,133.02667023254944,0.11019596705481398,75.54005768921998,0.014317804096380508,0.030389094007384265
7,800,3.7417358565330505,26.40731496810913,120.65507820129395,75.53908401489258,3.9888931115468345,27.534098943074543,20.94371027897935,123.01768680148655,0.13843991567111735,75.53912251790365,0.029069932220275402,0.059030217849613494,4.581607547966209,31.4406920596286,19.18012806407125,129.89209011868314,0.05708605509798353,75.54336039225261,0.014787968117689506,0.03408122692416927
8,900,3.6501477003097533,25.75180561065674,119.54191101074218,75.5393669128418,3.99251668188307,28.606925031873914,19.222470076992522,124.1050270928277,0.1433591004919185,75.53551856146919,0.03309201846570999,0.07449051300070274,4.539768309206576,31.08529551394351,19.03190180070928,129.3212882377006,0.11644419199091167,75.53715109610343,0.023498242642394796,0.04686168702073275
9,1000,3.666998839378357,25.91363000869751,119.78764144897461,75.53901779174805,4.020146242777506,26.951526726616752,19.573847398756595,122.59098510742187,0.17217146872803935,75.53872731526693,0.04929772800347641,0.09486999297259312,4.571705536799388,29.869658478745468,18.65445656821443,128.26967978262687,0.08605509798352741,75.54149393992381,0.014686875104800108,0.03180914512922465
10,1100,3.5952718591690065,24.032221374511717,117.55258743286133,75.54400650024414,4.032664246029324,26.786991416083442,19.343501352515936,122.49229058159722,0.1602248770203795,75.54197862413194,0.05755487271278619,0.09978917779339423,4.502206694972408,29.51293221894685,19.610938413847588,127.5678262109155,0.06929849474581085,75.54386063309403,0.0069147744727523774,0.015904572564612324
11,1200,3.602331085205078,24.109973316192626,117.66217826843261,75.54054916381835,3.890294557147556,26.335130140516494,18.7814729574442,121.32380930582683,0.17849613492621222,75.53720652262369,0.04022678673668519,0.08854532677442024,4.488057190233523,29.350879600456167,19.0646118159811,127.3326420139622,0.12098835558080091,75.54147648166966,0.016789980441688775,0.038341380289690426
12,1300,3.483618235588074,23.33443256378174,116.30657341003418,75.55404899597168,3.890317079755995,25.48619482252333,21.17130068267506,120.48893907335069,0.2101194659170766,75.55115831163195,0.052833699249723934,0.09697821503865074,4.595931422603023,29.78440758988664,20.777350629805166,128.32235834620022,0.09713149673388242,75.55829352301521,0.0168574716969568,0.0374893496165862
13,1400,3.4249189400672915,23.25535245895386,115.93761512756348,75.55766769409179,3.8415496190389,25.737490632798938,18.731376497487656,120.50005052354601,0.2122276879831342,75.5548117743598,0.06778189698124028,0.1314125087842586,4.52108857438371,29.73291945242667,19.256940735895306,127.89524676348712,0.10849190570860551,75.556884765625,0.022166597604463312,0.05168986083499006
14,1500,3.389605853557587,22.075042114257812,114.58140632629394,75.55833526611327,3.802623658710056,25.950551011827258,19.980665840075144,120.51594662136502,0.19957835558678846,75.55227661132812,0.033192772473996345,0.0758959943780745,4.43239917626252,29.69969910973901,20.256191724073187,127.4190669704128,0.14654927577392787,75.55737194714246,0.01710322022586309,0.03805737006532235
15,1600,3.350480864048004,22.680602989196778,114.98688896179199,75.55388191223145,3.889820777045356,25.418691847059463,20.724446641872238,120.41942291259765,0.24877020379479972,75.55162760416667,0.060696365094384586,0.11595221363316936,4.381439056482401,27.89367490201383,20.17557023376646,125.35626605609515,0.10820789548423743,75.55539559029243,0.01675667912632011,0.03578528827037773
16,1700,3.2197838735580446,22.17029857635498,113.82391319274902,75.5546954345703,3.932405122121175,28.25864889356825,14.413586643170763,123.47271728515625,0.1567111735769501,75.55204264322917,0.07473488336423376,0.10049191848208011,4.369387568654241,28.6371035189242,16.212189907625373,126.04192799061268,0.09258733314399319,75.55788641577368,0.03959597579176593,0.04799772791820506
17,1800,3.211360819339752,21.896581954956055,113.50546089172363,75.55207389831543,3.9140239715576173,26.57414682176378,18.867949436207706,121.69198184543185,0.28742094167252286,75.54771491156684,0.06023884539369969,0.11454673225579762,4.387079696397524,28.721848857295406,19.24561813948547,126.20870133133621,0.14910536779324055,75.55145394265115,0.03957871278610764,0.08065890372053394
18,1900,3.1694605636596678,20.99871717453003,112.39606948852538,75.5500498199463,3.821153121524387,26.7021731906467,17.044532879563807,121.3523678249783,0.27898805340829236,75.54442799886068,0.12235165825074482,0.16163035839775122,4.363985396720268,28.303281131091417,19.543256044294758,125.67326849860115,0.17069014484521441,75.55006037531672,0.03906867072785222,0.07469468900880431
19,2000,3.0548117995262145,20.915216541290285,111.73879615783692,75.54952079772949,3.7451645692189532,27.20620452033149,19.407296558671064,121.47830488416884,0.22557976106816585,75.54627753363715,0.08649110625082577,0.14476458186929023,4.326461996044125,29.905375300226986,20.175793618767887,127.08914294543567,0.1860266969610906,75.55145731058207,0.047296211179388564,0.09258733314399319
20,2100,3.0053626608848574,20.59767816543579,111.17209358215332,75.5476025390625,3.8149224705166285,26.299242231580948,15.448478305278101,120.91358456081814,0.24595924104005623,75.53973100450304,0.11669889830503158,0.1595221363316936,4.358115718171403,28.786403896572352,15.77104858619873,126.12188294556763,0.11587617154217551,75.54490084261508,0.03710768309924797,0.0562340244248793
